object_number,taxonomy.scientific_name,taxonomy.common_name,preparation,form,field_coll.name,field_coll.place,field_coll.date.start,field_coll.date.end
NH:1916.128.679,"Calidris canutus (Linnaeus, 1758)",red knot,skin,boxedbagged,"Hamilton, J.",Rockabill Lighthouse,22/01/1912,
NH:1916.128.680,"Calidris canutus (Linnaeus, 1758)",red knot,skin,boxedbagged,"Higginbotham, Joseph",Aran Island North,28/10/1908,
NH:1916.128.681,"Calidris canutus (Linnaeus, 1758)",red knot,skin,boxedbagged,"Duffy, F.J.",Rockabill,16/10/1914,
NH:1919.75.1,"Calidris canutus (Linnaeus, 1758)",red knot,skin,,,Lough Ree (Co. Roscommon),,
NH:1929.39.1,"Calidris canutus (Linnaeus, 1758)",red knot,skin,,,Tralee Bay,21/08/1929,
NH:2003.51.411,"Calidris canutus (Linnaeus, 1758)",red knot,skin,,,Halifax (Nova Scotia),,
NH:2003.51.412,"Calidris canutus (Linnaeus, 1758)",red knot,skin,,,Ireland,,
NH:1901.22.1,"Calidris canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,North Bull Island,1900-12,
NH:1901.23.1,"Calidris canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,North Bull Island,1900-12,
NH:1904.557.1,"Calidris canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,Belmullet (townland),1904-07,
NH:1916.124.343,"Calidris canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,Co. Dublin,,
NH:1929.39.2,"Calidris canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,Tralee Bay,21/08/1929,
NH:2003.52.945,"Calidris canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,Ballina (Co. Mayo),,
NH:1902.62.1,"Calidris canutus (Linnaeus, 1758)",red knot,,mounted,,Dublin Bay,,
NH:1955.32.1,"Calidris canutus canutus (Linnaeus, 1758)",red knot,skin,,,,20/01/1955,20/01/1955
NH:2003.52.586,"Calidris canutus canutus (Linnaeus, 1758)",red knot,taxidermy,mounted,,Kilbarrack,14/10/1928,
NH:1881.103.1,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Hiddensee,1880-07-22,
NH:1887.2902.320,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Kolkata,1878-06,
NH:1887.2902.321,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Kolkata,1878-04-19,
NH:1913.34.86,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Parkeston (Essex),1896-08-24,
NH:1913.34.87,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Parkeston (Essex),1896-09-01,
NH:1913.34.88,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Walton (Suffolk),1898-09-08,
NH:1916.122.110,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,North Bull Island,1892-09-07,
NH:2003.51.389,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,France (south of),1870-04,
NH:2003.51.390,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,skin,,,Cape of Good Hope (cape),,
NH:1902.63.1,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,mounted,,North Bull Island,,
NH:1902.63.2,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,mounted,,North Bull Island,,
NH:1916.124.332,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,mounted,,Co. Dublin,,
NH:1916.125.1,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,glass case [also glass dome],,Banbridge (?),,
NH:1916.125.2,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,glass case [also glass dome],,,,
NH:1921.139.21,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,mounted,"Cox, H.L.",Culmore (near),1878-09-20,
NH:1921.139.22,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,mounted,"Cox, H.L.",Dublin (city),1874,
NH:2003.52.605,"Calidris ferruginea (Pontoppidan, 1763)",curlew sandpiper,taxidermy,mounted,,River Bann,,
NH:1917.61.1,"Calidris fuscicollis (Vieillot, 1819)",white-rumped sandpiper,skin,,,Maza (North Dakota),21/05/1901,21/05/1901
NH:1917.77.1,"Calidris fuscicollis (Vieillot, 1819)",white-rumped sandpiper,skin,,,Maza (North Dakota),21/05/1901,21/05/1901
NH:1879.93.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Portrush (town),1879-03,
NH:1879.94.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Portrush (town),1879-03,
NH:1891.120.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Ballyshannon (town) (Co. Donegal),,
NH:1897.120.2,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Holstensberg,1896-07-06,
NH:1897.120.3,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Holstensberg,1896-06-30,
NH:1911.168.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Balbriggan,20/11/1910,
NH:1913.258.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Húsavík (coast),03/06/1913,
NH:1913.258.2,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Húsavík (coast),03/06/1913,
NH:1913.34.89,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Harwich,1895-02-05,
NH:1913.34.90,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Harwich,1896-10-30,
NH:1913.34.91,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Harwich,1896-11-12,
NH:1916.122.112,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Fastnet,21/10/1911,
NH:1916.122.113,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,,,Rockabill,27/04/1913,
NH:1916.128.657,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"King, T.",Tearaght,1892-11-01,
NH:1916.128.658,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Tearaght Rock,1890-12-28,
NH:1916.128.659,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Staniforth, S.",South Arran,14/01/1902,
NH:1916.128.660,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Crowley, John",Eagle Island (Co. Mayo),07/05/1914,
NH:1916.128.661,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Aran Island North,21/10/1904,
NH:1916.128.662,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Eagle Island (Co. Mayo),1886-04-07,
NH:1916.128.663,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"MacGinley, J.C.",Aranmore,1897-12-08,
NH:1916.128.664,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"MacGinley, J.C.",Aranmore,1898-12-12,
NH:1916.128.665,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"MacGinley, J.C.",Rathlin O'Birne,1886-11-03,
NH:1916.128.666,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Jeffers, B.R.",Inishtrahull,07/05/1900,
NH:1916.128.667,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Cullen, P.",Blackwater Bank,1893-11-13,1893-11-14
NH:1916.128.668,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Blackwater Bank,1893,
NH:1916.128.669,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Higginbotham, J.",Tuskar Rock,1897-11,
NH:1916.128.670,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Hamilton, J.",Tuskar Rock,1892-10-29,
NH:1916.128.671,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Tuskar Rock,1887-03-29,
NH:1916.128.672,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Kearon, E.",Conningbeg,25/10/1912,
NH:1916.128.673,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Hook Tower,1890-11-14,
NH:1916.128.674,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,,Hook Tower,1890-11-14,
NH:1916.128.675,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxedbagged,"Donleavy, George",Fastnet Rock Lighthouse,1888-05-18,
NH:1932.8.70,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxed,,Rockabill,06/01/1931,
NH:2008.73.669,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxed,,Rockabill Lighthouse,02/11/1927,
NH:2008.73.670,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxed,,Eeragh Lighthouse,03/11/1927,
NH:2008.73.671,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxed,,Eeragh Lighthouse,03/11/1927,
NH:2008.73.672,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxed,,Eeragh Lighthouse,03/11/1926,
NH:2008.73.722,"Calidris maritima (Brünnich, 1764)",purple sandpiper,skin,boxed,,Eeragh Lighthouse,30/10/1930,
NH:1879.92.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,taxidermy,mounted,,Portrush (town),,
NH:1904.31.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,taxidermy,mounted,,Inishkeel (parish) (Boylagh) (Co. Donegal),1890-04-02,1890-04-02
NH:1904.493.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,taxidermy,mounted,,Fastnet Rock (30 miles south west of),,
NH:1915.132.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,taxidermy,mounted,,Faroe Islands (Faeroe Islands),01/07/1914,31/07/1914
NH:1916.124.347,"Calidris maritima (Brünnich, 1764)",purple sandpiper,taxidermy,mounted,,Co. Dublin,,
NH:2003.52.597,"Calidris maritima (Brünnich, 1764)",purple sandpiper,taxidermy,mounted,,Portrush (town),,
NH:1887.170.1,"Calidris maritima (Brünnich, 1764)",purple sandpiper,,,,Holsteinberg,1896,
NH:1946.11,"Calidris maritima (Brünnich, 1764)",purple sandpiper,,,,Inishowen Lighthouse,14/11/1945,14/11/1945
NH:1970.26.2,Calidris mauri (Cabanis),western sandpiper,skin,,,Cholla Bay,23/10/1964,
NH:1917.59.1,"Calidris melanotos (Vieillot, 1819)",pectoral sandpiper,skin,,,Demarcation Point (Alaska),24/05/1914,24/05/1914
NH:1917.75.1,"Calidris melanotos (Vieillot, 1819)",pectoral sandpiper,skin,,,Herschel Island,18/08/1914,18/08/1914
NH:1947.50.1,"Calidris melanotos (Vieillot, 1819)",pectoral sandpiper,skin,,,Birr (near),20/09/1947,20/09/1947
NH:1947.51.1,"Calidris melanotos (Vieillot, 1819)",pectoral sandpiper,skin,,,Ballycolla (near),28/09/1947,28/09/1947
NH:1889.18.1,"Calidris melanotos (Vieillot, 1819)",pectoral sandpiper,taxidermy,mounted,,Portumna (town),,
NH:1901.20.1,"Calidris melanotos (Vieillot, 1819)",pectoral sandpiper,taxidermy,mounted,,Belmullet (townland),1900-10,
NH:1881.104.1,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Russia (south),1879-08-28,
NH:1881.106.1,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Anklam,1877-09,
NH:1887.2902.322,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Sambalpur,1876-02-19,
NH:1887.2902.325,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Sambalpur,1875-04-17,
NH:1887.2902.326,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Kolkata,1877-04,
NH:1887.2902.327,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Calcutta,1869-12,
NH:1887.2902.328,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Sambalpur,1876-02-19,
NH:1887.2902.329,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Huganbagh (?),1873-01-11,
NH:1887.2902.330,"Calidris minuta (Leisler, 1812)",little stint,skin,,,India,,
NH:1887.2902.331,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Sambalpur,1875-04-17,
NH:1887.2902.332,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Kolkata,,
NH:1887.2902.333,"Calidris minuta (Leisler, 1812)",little stint,skin,bagged,,Palamow,1873-01-10,
NH:1887.2902.334,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Kolkata,1877-05-03,
NH:1889.128.1,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Clontarf (parish),,
NH:1913.34.92,"Calidris minuta (Leisler, 1812)",little stint,skin,,,Parkeston (Essex),1896-09-24,
NH:2003.51.397,"Calidris minuta (Leisler, 1812)",little stint,skin,bagged,,Ireland,,
NH:1900.7.229,"Calidris minuta (Leisler, 1812)",little stint,taxidermy,boxed,"Crawford, G.B. (Mr)",DUNGANSTOWN,1888,
NH:1916.124.342,"Calidris minuta (Leisler, 1812)",little stint,taxidermy,mounted,,Co. Dublin,,
NH:1916.125.3,"Calidris minuta (Leisler, 1812)",little stint,taxidermy,glass case [also glass dome],,,,
NH:1921.139.18,"Calidris minuta (Leisler, 1812)",little stint,taxidermy,mounted,"Cox, H.L.",Ireland,1876-09-08,
NH:2003.52.948,"Calidris minuta (Leisler, 1812)",little stint,taxidermy,mounted,,River Bann,,
NH:2003.51.339,Calidris minutilla (Vieillot),least sandpiper,skin,,,Jamaica (Island),,
NH:2003.51.391,Calidris minutilla (Vieillot),least sandpiper,skin,,,Halifax (Nova Scotia),,
NH:2003.51.396,Calidris minutilla (Vieillot),least sandpiper,skin,,,Bahia,,
NH:2003.51.398,Calidris minutilla (Vieillot),least sandpiper,skin,,,Jamaica (Island),,
NH:2003.51.400,Calidris minutilla (Vieillot),least sandpiper,skin,,,Jamaica (Island),,
NH:1908.158.1,"Calidris pugnax (Linnaeus, 1758)",,taxidermy,mounted,,Co. Galway,,
NH:1917.62.1,"Calidris pusilla (Linnaeus, 1766)",semipalmated sandpiper,skin,,,Demarcation Point (Alaska),09/07/1914,09/07/1914
NH:1917.62.2,"Calidris pusilla (Linnaeus, 1766)",semipalmated sandpiper,skin,bagged,,Griffin Point,01/06/1914,09/07/1914
NH:2003.51.386,"Calidris pusilla (Linnaeus, 1766)",semipalmated sandpiper,skin,,,Halifax (Nova Scotia),,
NH:1917.78,"Calidris pusilla (Linnaeus, 1766)",semipalmated sandpiper,,,,Griffin Point,31/05/1914,31/05/1914
NH:1894.82.39,Calidris ruficollis (Pallas),red-necked stint,skin,,,Victoria (Australia),,
NH:1894.82.40,Calidris ruficollis (Pallas),red-necked stint,skin,,,Victoria (Australia),,
NH:1894.82.41,Calidris ruficollis (Pallas),red-necked stint,skin,,,Victoria (Australia),,
NH:2003.51.401,Calidris ruficollis (Pallas),red-necked stint,skin,,,,,
NH:1881.107.1,"Calidris temminckii (Leisler, 1812)",Temminck's stint,skin,,,Muonionisha,1878-07-01,
NH:1887.2902.323,"Calidris temminckii (Leisler, 1812)",Temminck's stint,skin,,,Kolkata,1877-04,
NH:1887.2902.324,"Calidris temminckii (Leisler, 1812)",Temminck's stint,skin,bagged,,Lohardugga,1877-12-15,
NH:1887.2902.335,"Calidris temminckii (Leisler, 1812)",Temminck's stint,skin,,,Talabir,1875-12-25,
NH:1925.69.1474,"Calidris temminckii (Leisler, 1812)",Temminck's stint,skin,,"Falkiner, J.M.",Rungagora,08/04/1903,
NH:1910.446.1,"Calidris temminckii (Leisler, 1812)",Temminck's stint,taxidermy,mounted,,Blennerville,,
NH:2003.51.410,Calidris tenuirostris (Horsfield),great knot,skin,,,China (nation),,
NH:1881.511.1,Callaeas cinereus,Kokako,skeleton,mountedboxed,,Aotearoa New Zealand,,
NH:1886.1266.1,"Callaeas cinereus cinereus (Gmelin, 1788)",South Island Kokako,taxidermy,mounted,,Aotearoa New Zealand,,
NH:1887.2902.1480,Calliope calliope (Pallas),Calliope chatkeaii,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.1481,Calliope calliope (Pallas),Calliope chatkeaii,skin,,,Kolkata,1874-06-20,
NH:1887.2902.1482,Calliope calliope (Pallas),Calliope chatkeaii,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.1483,Calliope calliope (Pallas),Calliope chatkeaii,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.1484,Calliope calliope (Pallas),Calliope chatkeaii,skin,,"Ball, Valentine (CB, FRS)",Sambalpur,1876-02-19,
NH:2004.82.1445,Calliope calliope (Pallas),Calliope chatkeaii,skin,,,Nepal,,
NH:1887.2902.1485,Calliope pectoralis Gould,,skin,,"Mandelli, L.",Sikkim,,
NH:1887.2902.1486,Calliope pectoralis Gould,,skin,,"Mandelli, L.",Darjeeling,,
NH:1886.164.1,Callipepla californica,California Quail,skin,,"Maynard, C.J.",,,
NH:1916.110.2,Callipepla californica,California Quail,skin,,,,,
NH:1905.207.1,Callipepla californica,California Quail,taxidermy,mounted,,North and Central America,,
NH:1905.207.2,Callipepla californica,California Quail,taxidermy,mounted,,North and Central America,,
NH:1905.207.3,Callipepla californica,California Quail,taxidermy,mounted,,North and Central America,,
NH:1903.127,"Callipepla californica (Shaw, 1798)",Californian Quail,taxidermy,,,,,
NH:2008.73.345,Calliste cyaneicollis (L. & D'Orb.),,taxidermy,mounted,,New Granada,,
NH:2008.73.335,Calliste desmarestii Gray,,taxidermy,mounted,,Trinidad,,
NH:2008.73.346,Calliste festiva (Shaw),,taxidermy,mounted,,Rio de Janerio,,
NH:2008.73.342,Calliste nigricincta (Bp.),,taxidermy,mounted,,New Granada,,
NH:1881.271.1,Calliste tricolor (Gm.),,skeleton,mounted,,Brazil,,
NH:2008.73.341,Calliste tricolor (Gm.),,taxidermy,mounted,,South America,,
NH:2008.73.343,Calliste tricolor (Gm.),,taxidermy,mounted,,Rio de Janerio,,
NH:2008.73.344,Calliste vieilloti Scl.,,taxidermy,mounted,,Trinidad,,
NH:2003.30.390,Callocephalon fimbriatum,Gang-gang Cockatoo,skin,,White (Major),Australia (south coast),,
NH:2003.30.391,Callocephalon fimbriatum,Gang-gang Cockatoo,skin,,,Australia (south coast),,
NH:2006.12.211,Calocitta formosa (Swains),White-throated Magpie-Jay,skin,,,Mexico,1859,
NH:1887.2902.190,Caloenas nicobarica,Nicobar Pigeon,skin,,"Ball, Valentine (CB, FRS)",Nicobar Islands (island group),1873-03-18,
NH:2003.30.496,Caloenas nicobarica,Nicobar Pigeon,skin,,,Nicobar Islands (island group),,
